measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,18898.173876290424,21909.50874429299,16039.195337049547
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.020512432510380513,0.022767557427515312,0.018290160224662566
2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,625.8348408580364,725.5586708017883,531.1564665963232
2,DALYs (Disability-Adjusted Life Years),23,Kiribati,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,2098.257043943308,2576.5565365245316,1661.4586882347076
2,DALYs (Disability-Adjusted Life Years),23,Kiribati,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.036885607897400634,0.04227685636691676,0.031031973601027024
2,DALYs (Disability-Adjusted Life Years),23,Kiribati,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,1768.875720666149,2172.0924581369145,1400.6453322730333
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,59039.27162554443,74374.3826784899,42218.46421304458
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.0248308956051904,0.02938576742732295,0.019588030678683067
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,824.7724497850809,1039.002347319787,589.7875294940249
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,6293.109027865877,7604.995038486202,5006.383571574379
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.022092992138569988,0.02640839369229724,0.01784414956766613
2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,436.20620278925594,527.1394462228435,347.0169605822877
2,DALYs (Disability-Adjusted Life Years),45,Bulgaria,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,48159.262218399104,58519.93279391102,38899.20397831847
2,DALYs (Disability-Adjusted Life Years),45,Bulgaria,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.014792097308046448,0.016216172342015743,0.013447716500829085
2,DALYs (Disability-Adjusted Life Years),45,Bulgaria,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,694.4754035415324,843.8803268615701,560.9417407139239
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,270256.0015833557,363142.4632836118,209096.77540299948
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.01026641989922054,0.013175943637648648,0.008369329637850692
2,DALYs (Disability-Adjusted Life Years),141,Egypt,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,272.7942121434624,366.55305187268766,211.0605861613273
2,DALYs (Disability-Adjusted Life Years),46,Croatia,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,28388.881835649783,34776.27650496991,23169.268771424002
2,DALYs (Disability-Adjusted Life Years),46,Croatia,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.019231997689039243,0.021864698575590327,0.016838029565819014
2,DALYs (Disability-Adjusted Life Years),46,Croatia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,668.3035236984234,818.6693742969716,545.4284550937856
2,DALYs (Disability-Adjusted Life Years),24,Marshall Islands,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,960.5001903453774,1221.999485135631,698.3183357835259
2,DALYs (Disability-Adjusted Life Years),24,Marshall Islands,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.045057843398587656,0.05300192437132662,0.035578871460448615
2,DALYs (Disability-Adjusted Life Years),24,Marshall Islands,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,1689.7645954697484,2149.8084918879144,1228.5199024792014
2,DALYs (Disability-Adjusted Life Years),162,Bhutan,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,2792.029266097492,3894.9599716247767,1994.9074835235347
2,DALYs (Disability-Adjusted Life Years),162,Bhutan,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.013036948958603812,0.017528601496664326,0.010362650489884995
2,DALYs (Disability-Adjusted Life Years),162,Bhutan,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,370.17299026755643,516.4018146858617,264.48894266613576
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,45403.87488534939,54747.706578315265,38569.92172433461
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.01439472840687107,0.017029397431689693,0.012484460393527267
2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,441.7289143977076,532.6339448707902,375.2421945201073
2,DALYs (Disability-Adjusted Life Years),129,Honduras,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,201378.22587293005,278042.6588745531,140597.3814025623
2,DALYs (Disability-Adjusted Life Years),129,Honduras,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.07838390382482227,0.09631730903697283,0.061392939333129594
2,DALYs (Disability-Adjusted Life Years),129,Honduras,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,2051.8657690576933,2833.0084427423208,1432.5627950516462
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,570264.4061199438,633714.3754672784,383194.6946408383
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.04618917381372118,0.054849300316140194,0.030677707483032945
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,1067.9458315628729,1186.769888526767,717.6165519483909
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,13594287.394614762,15691801.33726846,11739183.508901525
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.029094179715146152,0.03299496976420778,0.025598940040823477
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,977.5091166881489,1128.332689988263,844.1162504017816
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,20692.371481476108,23771.52923398393,17783.92765946716
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.014298154466072799,0.015781712778748333,0.012817827054459602
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,564.6322547201345,648.6531600085327,485.2696164445809
2,DALYs (Disability-Adjusted Life Years),176,Comoros,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,5381.757083706262,7448.299760235186,3291.0034180957136
2,DALYs (Disability-Adjusted Life Years),176,Comoros,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.02075102286631448,0.02726988965144577,0.012916822652599238
2,DALYs (Disability-Adjusted Life Years),176,Comoros,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,753.3770589597831,1042.6665641609443,460.69832539600037
2,DALYs (Disability-Adjusted Life Years),175,Burundi,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,192198.88430348746,264710.69854192645,141111.84664046133
2,DALYs (Disability-Adjusted Life Years),175,Burundi,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.033875692681192844,0.04573681210701895,0.025239523219515215
2,DALYs (Disability-Adjusted Life Years),175,Burundi,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,1610.4665205691936,2218.0551108980685,1182.3997079572732
2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,243968.34713914912,302788.1684118336,183861.10329252307
2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.02626056790992443,0.031124637322258217,0.02110630256367536
2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,802.0952129206321,995.4772545703147,604.4805095520262
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,129637.30417786843,166435.7267023275,102215.11321556113
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.0346203305822848,0.041485357279048216,0.030237723640274806
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,1364.490412856593,1751.810212981248,1075.859629419039
2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,21680.149510564148,23198.196807877986,20369.46891694028
2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.02080447423952506,0.023679856427561333,0.01795980599487445
2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,382.5378946707458,409.3232550227168,359.41144000186296
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,206303.31604336062,274907.0391704835,151636.59601356025
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.02861422457771627,0.0355702184294111,0.02216097095835131
2,DALYs (Disability-Adjusted Life Years),198,Zimbabwe,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,1374.3611305934085,1831.3886388671606,1010.1798048303328
2,DALYs (Disability-Adjusted Life Years),58,Estonia,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,11103.856353658419,13799.991639129474,8787.951621969078
2,DALYs (Disability-Adjusted Life Years),58,Estonia,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.024353967319023916,0.027567420509401225,0.021266887707062233
2,DALYs (Disability-Adjusted Life Years),58,Estonia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,846.0976306379088,1051.5392001485538,669.6290737819953
2,DALYs (Disability-Adjusted Life Years),186,Seychelles,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,720.0340758075572,852.1109705106259,629.1197965307356
2,DALYs (Disability-Adjusted Life Years),186,Seychelles,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.022616814678100238,0.02644248656986267,0.019728533729713338
2,DALYs (Disability-Adjusted Life Years),186,Seychelles,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,704.9116314142115,834.2145942119698,615.9067702873333
2,DALYs (Disability-Adjusted Life Years),151,Qatar,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,10147.822509869557,13234.860551781667,7856.79667245958
2,DALYs (Disability-Adjusted Life Years),151,Qatar,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.022660460630685237,0.029175563192980095,0.017646965458993052
2,DALYs (Disability-Adjusted Life Years),151,Qatar,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,354.2556059626171,462.0226201278351,274.27699522929703
2,DALYs (Disability-Adjusted Life Years),80,France,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,441371.32412617886,475524.3759314922,416672.9205621111
2,DALYs (Disability-Adjusted Life Years),80,France,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.024529708420369098,0.02802753757878767,0.02157703141737972
2,DALYs (Disability-Adjusted Life Years),80,France,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,666.6805998431754,718.2679500388853,629.3742647842303
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,3,Both,22,All ages,717,Self-harm and interpersonal violence,1,Number,2019,133817.61928179016,176721.54174074696,104214.11106941322
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,3,Both,22,All ages,717,Self-harm and interpersonal violence,2,Percent,2019,0.016067221852220957,0.02003325048555881,0.01321868226775176
