measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),385,Puerto Rico,3,Both,22,All ages,558,Mental disorders,1,Number,2019,64382.578601154724,84800.3041532847,47166.59220298026
2,DALYs (Disability-Adjusted Life Years),385,Puerto Rico,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.05935049594917626,0.0748701592128927,0.04438829022415624
2,DALYs (Disability-Adjusted Life Years),385,Puerto Rico,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1828.3070402917274,2408.120278356636,1339.41532732787
2,DALYs (Disability-Adjusted Life Years),98,Chile,3,Both,22,All ages,558,Mental disorders,1,Number,2019,388972.3793659698,511226.9129386777,285160.70646654355
2,DALYs (Disability-Adjusted Life Years),98,Chile,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.08579369387490858,0.10305017724752732,0.06834127213155711
2,DALYs (Disability-Adjusted Life Years),98,Chile,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,2137.403589831373,2809.1923666010794,1566.9583497777917
2,DALYs (Disability-Adjusted Life Years),109,Cuba,3,Both,22,All ages,558,Mental disorders,1,Number,2019,233736.3543768167,308414.83901943755,171156.34935463045
2,DALYs (Disability-Adjusted Life Years),109,Cuba,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.06711983130729603,0.08348804088044325,0.05166437317589687
2,DALYs (Disability-Adjusted Life Years),109,Cuba,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,2057.808191096753,2715.2754379270614,1506.855613450563
2,DALYs (Disability-Adjusted Life Years),393,Saint Kitts and Nevis,3,Both,22,All ages,558,Mental disorders,1,Number,2019,1208.5298821825604,1606.2449801786186,881.0425193785766
2,DALYs (Disability-Adjusted Life Years),393,Saint Kitts and Nevis,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.05934142980935026,0.07540743724462871,0.044749813767113185
2,DALYs (Disability-Adjusted Life Years),393,Saint Kitts and Nevis,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,2030.863960207065,2699.200979306443,1480.5405529440584
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,22,All ages,558,Mental disorders,1,Number,2019,735.049409665807,967.9674038709078,540.2277281287542
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.08095523730386686,0.105361654271343,0.059233565510791814
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,2220.7089183037406,2924.393677672301,1632.1195799829773
2,DALYs (Disability-Adjusted Life Years),155,Turkey,3,Both,22,All ages,558,Mental disorders,1,Number,2019,1603068.0443591403,2106152.0762361065,1166369.9073400872
2,DALYs (Disability-Adjusted Life Years),155,Turkey,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.08151189219718175,0.10079810042859735,0.06396092785220582
2,DALYs (Disability-Adjusted Life Years),155,Turkey,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1970.3467240601797,2588.6922631804764,1433.59674223227
2,DALYs (Disability-Adjusted Life Years),49,North Macedonia,3,Both,22,All ages,558,Mental disorders,1,Number,2019,33117.36855691994,43398.90438657335,24386.293467384698
2,DALYs (Disability-Adjusted Life Years),49,North Macedonia,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.04425252887498085,0.05661186995824,0.03285524808268196
2,DALYs (Disability-Adjusted Life Years),49,North Macedonia,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1538.3885671211337,2015.9928533916418,1132.807245847631
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,3,Both,22,All ages,558,Mental disorders,1,Number,2019,49934.165134279094,65528.565256814414,36675.75758188359
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.04277673010205896,0.05586311201182862,0.030941589124552783
2,DALYs (Disability-Adjusted Life Years),38,Mongolia,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1474.0324996923891,1934.3716789298912,1082.6506957943234
2,DALYs (Disability-Adjusted Life Years),15,Myanmar,3,Both,22,All ages,558,Mental disorders,1,Number,2019,679244.1184193281,899742.312847654,499381.160174386
2,DALYs (Disability-Adjusted Life Years),15,Myanmar,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.035065779129322794,0.04506883822840565,0.02579184894569843
2,DALYs (Disability-Adjusted Life Years),15,Myanmar,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1242.2871582252728,1645.56201614765,913.331136069242
2,DALYs (Disability-Adjusted Life Years),26,Papua New Guinea,3,Both,22,All ages,558,Mental disorders,1,Number,2019,126862.43656780124,168104.45784655923,93200.44052789951
2,DALYs (Disability-Adjusted Life Years),26,Papua New Guinea,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.029524691169812097,0.039670019462087425,0.02101194252399023
2,DALYs (Disability-Adjusted Life Years),26,Papua New Guinea,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1285.7747490831318,1703.7704221603676,944.6040630801851
2,DALYs (Disability-Adjusted Life Years),60,Lithuania,3,Both,22,All ages,558,Mental disorders,1,Number,2019,55572.62889594948,73232.90559497883,40618.1380023523
2,DALYs (Disability-Adjusted Life Years),60,Lithuania,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.05072188510062126,0.06358917419062908,0.03866719482844082
2,DALYs (Disability-Adjusted Life Years),60,Lithuania,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1988.8404078284245,2620.868667247698,1453.647159667077
2,DALYs (Disability-Adjusted Life Years),50,Montenegro,3,Both,22,All ages,558,Mental disorders,1,Number,2019,9832.978515527688,12903.649317567484,7215.482625801979
2,DALYs (Disability-Adjusted Life Years),50,Montenegro,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.04690561916010512,0.05884087320142682,0.03602507238013874
2,DALYs (Disability-Adjusted Life Years),50,Montenegro,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1585.096124789731,2080.094500015723,1163.1504666246683
2,DALYs (Disability-Adjusted Life Years),27,Samoa,3,Both,22,All ages,558,Mental disorders,1,Number,2019,2722.926530631716,3633.814844755291,1983.5667791335798
2,DALYs (Disability-Adjusted Life Years),27,Samoa,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.045879602898353626,0.06017975215305763,0.033672443436053745
2,DALYs (Disability-Adjusted Life Years),27,Samoa,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1288.3258982559848,1719.3037422420593,938.5051060797933
2,DALYs (Disability-Adjusted Life Years),121,Bolivia (Plurinational State of),3,Both,22,All ages,558,Mental disorders,1,Number,2019,210818.7603306049,280375.57823089213,154508.61983853678
2,DALYs (Disability-Adjusted Life Years),121,Bolivia (Plurinational State of),3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.05782517014099727,0.07508537170854963,0.0427165043776184
2,DALYs (Disability-Adjusted Life Years),121,Bolivia (Plurinational State of),3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1755.1045308458913,2334.1776932939206,1286.3123675905315
2,DALYs (Disability-Adjusted Life Years),39,Tajikistan,3,Both,22,All ages,558,Mental disorders,1,Number,2019,115210.34586443921,152542.93166030818,85203.11338904806
2,DALYs (Disability-Adjusted Life Years),39,Tajikistan,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.042920292686661234,0.054357042975715114,0.03228637410259658
2,DALYs (Disability-Adjusted Life Years),39,Tajikistan,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1213.7097020606243,1606.9983537306002,897.5916580246828
2,DALYs (Disability-Adjusted Life Years),16,Philippines,3,Both,22,All ages,558,Mental disorders,1,Number,2019,1531693.373103827,2023470.589796201,1140184.662422669
2,DALYs (Disability-Adjusted Life Years),16,Philippines,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.04679263599618098,0.05916731518391317,0.03612610051227736
2,DALYs (Disability-Adjusted Life Years),16,Philippines,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1365.8423556118375,1804.370173175105,1016.7260187331892
2,DALYs (Disability-Adjusted Life Years),51,Poland,3,Both,22,All ages,558,Mental disorders,1,Number,2019,544873.7292465541,708406.6831313835,401764.3158037616
2,DALYs (Disability-Adjusted Life Years),51,Poland,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.043005798657237956,0.05283037266746929,0.03372133476289046
2,DALYs (Disability-Adjusted Life Years),51,Poland,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1417.6703484096083,1843.155754048337,1045.3235804773715
2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,22,All ages,558,Mental disorders,1,Number,2019,219636.93248680892,289709.86037520715,159923.25990594935
2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.10243145785408679,0.12513055562418143,0.0800269429831898
2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1887.4476261422108,2489.618581192016,1374.2988205890024
2,DALYs (Disability-Adjusted Life Years),61,Republic of Moldova,3,Both,22,All ages,558,Mental disorders,1,Number,2019,65057.324704352024,85121.46321930975,47440.3331054768
2,DALYs (Disability-Adjusted Life Years),61,Republic of Moldova,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.047535952338568915,0.05934615008343697,0.0372516377333779
2,DALYs (Disability-Adjusted Life Years),61,Republic of Moldova,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1763.935848527838,2307.9461249601645,1286.2764432927054
2,DALYs (Disability-Adjusted Life Years),122,Ecuador,3,Both,22,All ages,558,Mental disorders,1,Number,2019,317270.35688326054,422536.9091432516,230458.9524350382
2,DALYs (Disability-Adjusted Life Years),122,Ecuador,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.07248768790962791,0.09194897756909774,0.0550152002065973
2,DALYs (Disability-Adjusted Life Years),122,Ecuador,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1803.8621785765313,2402.362316302337,1310.290038110605
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,3,Both,22,All ages,558,Mental disorders,1,Number,2019,8260.124302721542,10869.22107779506,6067.340211882844
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.026769924734390355,0.03504765117179609,0.019632657994287428
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1259.8721692230852,1657.8236156246596,925.4186491649684
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All ages,558,Mental disorders,1,Number,2019,473544.9080523051,628653.9845956021,342210.09450489416
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.03775167158471931,0.05049500864202473,0.026942757722400235
2,DALYs (Disability-Adjusted Life Years),168,Angola,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1571.228070961268,2085.8819738574007,1135.4574772304559
2,DALYs (Disability-Adjusted Life Years),145,Kuwait,3,Both,22,All ages,558,Mental disorders,1,Number,2019,93074.59852536119,123239.65936843625,67924.32583639356
2,DALYs (Disability-Adjusted Life Years),145,Kuwait,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.12225921183138036,0.14708522812710917,0.09794638897069434
2,DALYs (Disability-Adjusted Life Years),145,Kuwait,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,2102.638900121318,2784.0947576600906,1534.471617722865
2,DALYs (Disability-Adjusted Life Years),17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,1,Number,2019,318634.3943001674,421128.4377919557,235703.30140784456
2,DALYs (Disability-Adjusted Life Years),17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.05583355808358844,0.07155614317918099,0.041407510492163686
2,DALYs (Disability-Adjusted Life Years),17,Sri Lanka,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,1457.9839223840877,1926.968659199377,1078.5139019918656
2,DALYs (Disability-Adjusted Life Years),169,Central African Republic,3,Both,22,All ages,558,Mental disorders,1,Number,2019,91999.93535855057,122147.28443003939,66642.45755554942
